requested_code,indicator_code,indicator_name,region_code,region_name,year,value,display_value,has_data
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2016,282348960.0,282348960,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2017,324017423.0,324017423,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2018,412487938.0,412487938,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2019,416456751.987,416456752,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2020,336478079.576,336478080,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2021,470960000.0,470960000,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2022,545170000.0,545170000,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2023,518480000.0,518480000,True
A060101,A060101,经营单位所在地进出口总额,110000,北京市,2024,507153933.3,507153933,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2016,102655947.0,102655947,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2017,112919165.0,112919165,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2018,122557291.0,122557291,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2019,106645670.761,106645671,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2020,106321815.611,106321816,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2021,129680000.0,129680000,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2022,124400000.0,124400000,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2023,113890000.0,113890000,True
A060101,A060101,经营单位所在地进出口总额,120000,天津市,2024,114302013.3,114302013,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2016,46675380.0,46675380,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2017,49855543.0,49855543,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2018,53900873.0,53900873,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2019,58043282.178,58043282,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2020,64470226.402,64470226,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2021,82610000.0,82610000,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2022,81160000.0,81160000,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2023,82790000.0,82790000,True
A060101,A060101,经营单位所在地进出口总额,130000,河北省,2024,86425324.43,86425324,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2016,16661411.0,16661411,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2017,17186875.0,17186875,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2018,20762372.0,20762372,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2019,20981625.39,20981625,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2020,21842014.568,21842015,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2021,32960000.0,32960000,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2022,27460000.0,27460000,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2023,24000000.0,24000000,True
A060101,A060101,经营单位所在地进出口总额,140000,山西省,2024,24485239.0,24485239,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2016,11640301.0,11640301,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2017,13873523.0,13873523,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2018,15690267.0,15690267,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2019,15939467.297,15939467,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2020,15222700.534,15222701,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2021,19050000.0,19050000,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2022,22530000.0,22530000,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2023,27840000.0,27840000,True
A060101,A060101,经营单位所在地进出口总额,150000,内蒙古自治区,2024,29170558.12,29170558,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2016,86556895.0,86556895,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2017,99595084.0,99595084,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2018,114601136.0,114601136,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2019,105320038.133,105320038,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2020,94828320.349,94828320,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2021,119220000.0,119220000,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2022,118660000.0,118660000,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2023,109060000.0,109060000,True
A060101,A060101,经营单位所在地进出口总额,210000,辽宁省,2024,107382466.0,107382466,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2016,18452886.0,18452886,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2017,18542971.0,18542971,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2018,20679164.0,20679164,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2019,18904122.572,18904123,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2020,18526325.425,18526325,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2021,23240000.0,23240000,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2022,23390000.0,23390000,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2023,23800000.0,23800000,True
A060101,A060101,经营单位所在地进出口总额,220000,吉林省,2024,24792662.12,24792662,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2016,16539178.0,16539178,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2017,18951195.0,18951195,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2018,26437359.0,26437359,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2019,27108644.974,27108645,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2020,22230920.779,22230921,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2021,30850000.0,30850000,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2022,39690000.0,39690000,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2023,42380000.0,42380000,True
A060101,A060101,经营单位所在地进出口总额,230000,黑龙江省,2024,43875596.86,43875597,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2016,433768191.0,433768191,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2017,476196649.0,476196649,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2018,515679700.0,515679700,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2019,493905025.821,493905026,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2020,503831363.241,503831363,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2021,628520000.0,628520000,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2022,625850000.0,625850000,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2023,599220000.0,599220000,True
A060101,A060101,经营单位所在地进出口总额,310000,上海市,2024,600286834.7,600286835,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2016,509296406.0,509296406,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2017,590778136.0,590778136,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2018,663913736.0,663913736,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2019,629515934.472,629515934,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2020,642831839.133,642831839,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2021,798910000.0,798910000,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2022,814310000.0,814310000,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2023,746150000.0,746150000,True
A060101,A060101,经营单位所在地进出口总额,320000,江苏省,2024,788828376.2,788828376,True
A060101,A060101,经营单位所在地进出口总额,330000,浙江省,2016,336575909.0,336575909,True
A060101,A060101,经营单位所在地进出口总额,330000,浙江省,2017,377907471.0,377907471,True
A060101,A060101,经营单位所在地进出口总额,330000,浙江省,2018,432360099.0,432360099,True
A060101,A060101,经营单位所在地进出口总额,330000,浙江省,2019,447224508.747,447224509,True
A060101,A060101,经营单位所在地进出口总额,330000,浙江省,2020,488542806.443,488542806,True
